timestamp,face_id,emotion,confidence
2025-06-06 20:58:18,1,angry,40.73,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:18,1,angry,40.42,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:19,1,sad,35.69,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:19,1,angry,45.84,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:19,1,neutral,49.62,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:19,1,sad,44.16,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:19,1,neutral,46.73,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:19,1,neutral,43.55,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:20,1,sad,45.87,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:20,1,sad,39.29,Code.exe - emotion_cam.py - hacaton - Visual Studio Code
2025-06-06 20:58:20,1,sad,37.62,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:20,1,sad,38.99,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:20,1,angry,39.10,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:20,1,neutral,47.20,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:21,1,sad,37.71,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:21,1,sad,46.48,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:21,1,sad,48.24,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:21,1,sad,40.59,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:21,1,sad,54.11,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:21,1,neutral,38.00,Code.exe - cameraTest.py - hacaton - Visual Studio Code
2025-06-06 20:58:22,1,sad,41.58,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:22,1,sad,50.95,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:22,1,sad,77.23,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:22,1,sad,76.36,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:22,1,sad,73.13,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:23,1,sad,45.40,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:23,1,sad,78.14,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:23,1,sad,55.31,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:23,1,sad,48.05,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:23,1,sad,57.48,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:23,1,sad,47.19,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
2025-06-06 20:58:24,1,sad,35.26,Code.exe - emotion_log.csv - hacaton - Visual Studio Code
